{
	{
		{
			["affix_ids"] = {
				1029,
				1037,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 1,
			["id"] = 1,
			["level_idx"] = 1,
			["level_key"] = 13057,
		},
		{
			["affix_ids"] = {
				1010,
				1013,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 2,
			["id"] = 1,
			["level_idx"] = 5,
			["level_key"] = 13061,
		},
		{
			["affix_ids"] = {
				1055,
				1035,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 3,
			["id"] = 1,
			["level_idx"] = 9,
			["level_key"] = 13065,
		},
		{
			["affix_ids"] = {
				1006,
				1032,
				1059,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 4,
			["id"] = 1,
			["level_idx"] = 13,
			["level_key"] = 13069,
		},
		{
			["affix_ids"] = {
				1022,
				1037,
				1030,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 5,
			["id"] = 1,
			["level_idx"] = 17,
			["level_key"] = 13073,
		},
		{
			["affix_ids"] = {
				1036,
				1082,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 6,
			["id"] = 1,
			["level_idx"] = 21,
			["level_key"] = 13077,
		},
	},
	{
		{
			["affix_ids"] = {
				1003,
				1090,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 1,
			["id"] = 2,
			["level_idx"] = 2,
			["level_key"] = 13058,
		},
		{
			["affix_ids"] = {
				1071,
				1031,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 2,
			["id"] = 2,
			["level_idx"] = 6,
			["level_key"] = 13062,
		},
		{
			["affix_ids"] = {
				1066,
				1013,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 3,
			["id"] = 2,
			["level_idx"] = 10,
			["level_key"] = 13066,
		},
		{
			["affix_ids"] = {
				1071,
				1031,
				1088,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 4,
			["id"] = 2,
			["level_idx"] = 14,
			["level_key"] = 13070,
		},
		{
			["affix_ids"] = {
				1025,
				1060,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 5,
			["id"] = 2,
			["level_idx"] = 18,
			["level_key"] = 13074,
		},
		{
			["affix_ids"] = {
				1092,
				1093,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 6,
			["id"] = 2,
			["level_idx"] = 22,
			["level_key"] = 13078,
		},
	},
	{
		{
			["affix_ids"] = {
				1008,
				1091,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 1,
			["id"] = 3,
			["level_idx"] = 3,
			["level_key"] = 13059,
		},
		{
			["affix_ids"] = {
				1055,
				1091,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 2,
			["id"] = 3,
			["level_idx"] = 7,
			["level_key"] = 13063,
		},
		{
			["affix_ids"] = {
				1018,
				1033,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 3,
			["id"] = 3,
			["level_idx"] = 11,
			["level_key"] = 13067,
		},
		{
			["affix_ids"] = {
				1031,
				1089,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 4,
			["id"] = 3,
			["level_idx"] = 15,
			["level_key"] = 13071,
		},
		{
			["affix_ids"] = {
				1055,
				1087,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 5,
			["id"] = 3,
			["level_idx"] = 19,
			["level_key"] = 13075,
		},
		{
			["affix_ids"] = {
				1064,
				1058,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 6,
			["id"] = 3,
			["level_idx"] = 23,
			["level_key"] = 13079,
		},
	},
	{
		{
			["affix_ids"] = {
				1002,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 1,
			["id"] = 4,
			["level_idx"] = 4,
			["level_key"] = 13060,
		},
		{
			["affix_ids"] = {
				1080,
				1057,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 2,
			["id"] = 4,
			["level_idx"] = 8,
			["level_key"] = 13064,
		},
		{
			["affix_ids"] = {
				1025,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 3,
			["id"] = 4,
			["level_idx"] = 12,
			["level_key"] = 13068,
		},
		{
			["affix_ids"] = {
				1002,
				1013,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 4,
			["id"] = 4,
			["level_idx"] = 16,
			["level_key"] = 13072,
		},
		{
			["affix_ids"] = {
				1015,
				1060,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 5,
			["id"] = 4,
			["level_idx"] = 20,
			["level_key"] = 13076,
		},
		{
			["affix_ids"] = {
				1080,
				1087,
			},
			["chapter_idx"] = 51,
			["diff_lv"] = 6,
			["id"] = 4,
			["level_idx"] = 24,
			["level_key"] = 13080,
		},
	},
}
