{
	[1001] = {
		["challenge_id"] = 1001,
		["event"] = "version_chapter_5",
		["feature_id"] = 5,
		["show_index"] = 0,
		["version"] = 1,
	},
	[1002] = {
		["challenge_id"] = 1002,
		["event"] = "mutation_6_0",
		["feature_id"] = 6,
		["show_index"] = 1,
		["version"] = 1,
	},
	[1003] = {
		["challenge_id"] = 1003,
		["event"] = "mutation_7",
		["feature_id"] = 7,
		["show_index"] = 2,
		["version"] = 1,
	},
	[1004] = {
		["challenge_id"] = 1004,
		["event"] = "mutation_9",
		["feature_id"] = 9,
		["show_index"] = 3,
		["version"] = 1,
	},
}
