{
	[20182] = {
		{
			["ID"] = 2,
			["skill_id"] = 20182,
			["skill_lv"] = 1,
			["total_lv_restriction"] = 40,
		},
		{
			["ID"] = 6,
			["skill_id"] = 20182,
			["skill_lv"] = 2,
			["total_lv_restriction"] = 150,
		},
		{
			["ID"] = 11,
			["skill_id"] = 20182,
			["skill_lv"] = 3,
			["total_lv_restriction"] = 500,
		},
	},
	[20183] = {
		{
			["ID"] = 15,
			["skill_id"] = 20183,
			["skill_lv"] = 1,
			["total_lv_restriction"] = 1100,
		},
		{
			["ID"] = 17,
			["skill_id"] = 20183,
			["skill_lv"] = 2,
			["total_lv_restriction"] = 1300,
		},
		{
			["ID"] = 18,
			["skill_id"] = 20183,
			["skill_lv"] = 3,
			["total_lv_restriction"] = 1350,
		},
	},
	[20184] = {
		{
			["ID"] = 1,
			["skill_id"] = 20184,
			["skill_lv"] = 1,
			["total_lv_restriction"] = 10,
		},
		{
			["ID"] = 4,
			["skill_id"] = 20184,
			["skill_lv"] = 2,
			["total_lv_restriction"] = 100,
		},
		{
			["ID"] = 9,
			["skill_id"] = 20184,
			["skill_lv"] = 3,
			["total_lv_restriction"] = 300,
		},
	},
	[20185] = {
		{
			["ID"] = 5,
			["skill_id"] = 20185,
			["skill_lv"] = 1,
			["total_lv_restriction"] = 120,
		},
		{
			["ID"] = 8,
			["skill_id"] = 20185,
			["skill_lv"] = 2,
			["total_lv_restriction"] = 250,
		},
		{
			["ID"] = 16,
			["skill_id"] = 20185,
			["skill_lv"] = 3,
			["total_lv_restriction"] = 1200,
		},
	},
	[20186] = {
		{
			["ID"] = 3,
			["skill_id"] = 20186,
			["skill_lv"] = 1,
			["total_lv_restriction"] = 60,
		},
		{
			["ID"] = 7,
			["skill_id"] = 20186,
			["skill_lv"] = 2,
			["total_lv_restriction"] = 200,
		},
		{
			["ID"] = 13,
			["skill_id"] = 20186,
			["skill_lv"] = 3,
			["total_lv_restriction"] = 700,
		},
	},
	[20187] = {
		{
			["ID"] = 10,
			["skill_id"] = 20187,
			["skill_lv"] = 1,
			["total_lv_restriction"] = 400,
		},
		{
			["ID"] = 12,
			["skill_id"] = 20187,
			["skill_lv"] = 2,
			["total_lv_restriction"] = 600,
		},
		{
			["ID"] = 14,
			["skill_id"] = 20187,
			["skill_lv"] = 3,
			["total_lv_restriction"] = 800,
		},
	},
}
