{
	[10] = 100695306,
	[11] = 100695307,
	[123] = 100695342,
	[124] = 100695343,
	[125] = 100695344,
	[126] = 100695345,
	[127] = 100695346,
	[128] = 100695347,
	[12] = 100695308,
	[13] = 100695309,
	[141] = 100695348,
	[142] = 100695349,
	[143] = 100695350,
	[144] = 100695351,
	[145] = 100695352,
	[146] = 100695353,
	[147] = 100695354,
	[148] = 100695355,
	[149] = 100695356,
	[14] = 100695310,
	[150] = 100695357,
	[15] = 100695311,
	[16] = 100695312,
	[17] = 100695313,
	[18] = 100695314,
	[191] = 100695358,
	[192] = 100695359,
	[193] = 100695360,
	[194] = 100695361,
	[195] = 100695362,
	[196] = 100695363,
	[197] = 100695364,
	[198] = 100695365,
	[199] = 100695366,
	[19] = 100695315,
	[1] = 100695297,
	[200] = 100695367,
	[201] = 100695368,
	[202] = 100695369,
	[203] = 100695370,
	[204] = 100695371,
	[205] = 100695372,
	[206] = 100695373,
	[207] = 100695374,
	[208] = 100695375,
	[209] = 100695376,
	[20] = 100695316,
	[210] = 100695377,
	[211] = 100695378,
	[21] = 100695317,
	[22] = 100695318,
	[23] = 100695319,
	[24] = 100695320,
	[25] = 100695321,
	[26] = 100695322,
	[27] = 100695323,
	[28] = 100695324,
	[2] = 100695298,
	[3] = 100695299,
	[41] = 100695325,
	[42] = 100695326,
	[43] = 100695327,
	[44] = 100695328,
	[45] = 100695329,
	[46] = 100695330,
	[47] = 100695331,
	[48] = 100695332,
	[49] = 100695333,
	[4] = 100695300,
	[50] = 100695334,
	[51] = 100695335,
	[52] = 100695336,
	[53] = 100695337,
	[54] = 100695338,
	[55] = 100695339,
	[56] = 100695340,
	[57] = 100695341,
	[5] = 100695301,
	[6] = 100695302,
	[7] = 100695303,
	[8] = 100695304,
	[9] = 100695305,
}
