{
	[1000] = {
		["attr_list"] = {
			21,
			26,
			235,
			16,
			240,
		},
		["base_prop_bias_info"] = {
			9,
			3,
			11,
			7,
			15,
			23,
			16,
			24,
			1,
			9,
			3,
			11,
			7,
			15,
			16,
			24,
			24,
			9,
			3,
			11,
			7,
			15,
			23,
			16,
			24,
			17,
			9,
			3,
			7,
			7,
			15,
			16,
			24,
			24,
			25,
			3,
			11,
			7,
			15,
			8,
			16,
			24,
			17,
			25,
			3,
			7,
			7,
			15,
			16,
			24,
			24,
			25,
			19,
			11,
			7,
			15,
			8,
			16,
			24,
			17,
			25,
			19,
			7,
			7,
			8,
			16,
			24,
			17,
			25,
			19,
			27,
			7,
			15,
			8,
			16,
			24,
			17,
			25,
			19,
			23,
			7,
			8,
			8,
			24,
			17,
			25,
			19,
			27,
			23,
			0,
		},
		["basic_proportion"] = {
			1200,
			1200,
			1200,
			5300,
			1100,
		},
		["core_skill"] = 0,
		["core_skill_class"] = 0,
		["cvt_items_first"] = {
			{
				["count"] = 1,
				["tid"] = 33554436,
			},
		},
		["cvt_items_max"] = {
			{
				["count"] = 3,
				["tid"] = 33554436,
			},
		},
		["desc"] = "一张特别的SSR卡",
		["event"] = "0",
		["event_list"] = {
			110001,
			110002,
			110003,
			110004,
			110005,
		},
		["illu_light_rewards"] = {
			{
				["count"] = 20,
				["tid"] = 33554435,
			},
		},
		["img"] = "s8000",
		["increase_cost"] = {
			{
				{
					{
						["count"] = 1,
						["tid"] = 16782216,
					},
				},
				{
					{
						["count"] = 1,
						["tid"] = 16782216,
					},
				},
				{
					{
						["count"] = 1,
						["tid"] = 16782216,
					},
				},
				{
					{
						["count"] = 1,
						["tid"] = 16782216,
					},
				},
				{
					{
						["count"] = 1,
						["tid"] = 16782216,
					},
				},
			},
		},
		["max_count"] = 6,
		["name"] = "余晖独奏",
		["rarity"] = 3,
		["rc_occur"] = 10,
		["refine_list"] = {
			1,
		},
		["skill_list"] = {
			10001,
		},
		["tid"] = 1000,
		["vocation"] = 4,
	},
	[1001] = {
		["attr_list"] = {
			21,
			26,
			235,
			16,
			240,
		},
		["base_prop_bias_info"] = {
			5,
			8,
			8,
			8,
			9,
			1,
			4,
			4,
			4,
			5,
			12,
			12,
			12,
			1,
			1,
			1,
			8,
			8,
			9,
			9,
			12,
			4,
			4,
			5,
			5,
			8,
			8,
			8,
			9,
			1,
			4,
			4,
			5,
			5,
			12,
			12,
			12,
			1,
			1,
			1,
			8,
			8,
			9,
			9,
			12,
			4,
			4,
			5,
			1,
			8,
			8,
			9,
			9,
			1,
			4,
			4,
			5,
			5,
			12,
			12,
			8,
			1,
			1,
			1,
			4,
			4,
			5,
			12,
			12,
			4,
			5,
			5,
			1,
			8,
			8,
			9,
			9,
			1,
			4,
			4,
			5,
			5,
			12,
			12,
			8,
			1,
			1,
			1,
			4,
			4,
		},
		["basic_proportion"] = {
			7900,
			0,
			850,
			1250,
			0,
		},
		["core_skill"] = 20057,
		["core_skill_class"] = 4,
		["cvt_items_first"] = {
			{
				["count"] = 1,
				["tid"] = 16782217,
			},
