{
	[11001] = {
		["ID"] = 11001,
		["args"] = "500 500 100",
		["avatar_change_anim"] = "",
		["avatar_echange_fx"] = "",
		["avatar_end_anim"] = "AM_state_dead",
		["avatar_end_anim_speed"] = 1,
		["avatar_end_fx"] = "P_d17_firework_001",
		["avatar_interactive_anim"] = "AM_skill_common01",
		["avatar_interactive_anim_reward_in"] = "",
		["avatar_interactive_anim_reward_loop"] = "",
		["avatar_interactive_anim_reward_out"] = "",
		["avatar_interactive_camera"] = "",
		["avatar_interactive_fx"] = "P_d17_streamers_001",
		["avatar_interactive_fx_reward_loop"] = "",
		["avatar_interactive_fx_reward_out"] = "",
		["avatar_start_anim"] = "AM_combat_layout",
		["avatar_start_fx"] = "P_common_UI_fly_002_Ground_Loop",
		["end_delay_time"] = 1000,
		["end_fx_offset_x"] = 0,
		["end_fx_offset_y"] = 0,
		["end_fx_offset_yaw"] = 0,
		["end_fx_offset_z"] = 200,
		["end_fx_scale"] = 1,
		["end_type"] = 1,
		["geom"] = "bound3d",
		["has_change_perform"] = true,
		["interaction_type"] = 2,
		["interactive_fx_offset_x"] = 0,
		["interactive_fx_offset_y"] = 0,
		["interactive_fx_offset_yaw"] = 0,
		["interactive_fx_offset_z"] = 0,
		["interactive_fx_scale"] = 1,
		["model_x"] = 0,
		["model_y"] = 0,
		["model_yaw"] = 0,
		["model_z"] = 0,
		["notice_point_vfx"] = "",
		["start_fx_offset_x"] = 0,
		["start_fx_offset_y"] = 0,
		["start_fx_offset_yaw"] = 0,
		["start_fx_offset_z"] = 0,
		["start_fx_scale"] = 8,
		["trigger_action_id"] = 2,
		["trigger_avatar_id"] = "BPA_xh03nhh",
		["trigger_avatar_scale"] = 1,
	},
	[11002] = {
		["ID"] = 11002,
		["args"] = "500 500 100",
		["avatar_change_anim"] = "",
		["avatar_echange_fx"] = "",
		["avatar_end_anim"] = "AM_state_dead",
		["avatar_end_anim_speed"] = 1,
		["avatar_end_fx"] = "P_d17_firework_001",
		["avatar_interactive_anim"] = "AM_skill_common01",
		["avatar_interactive_anim_reward_in"] = "",
		["avatar_interactive_anim_reward_loop"] = "",
		["avatar_interactive_anim_reward_out"] = "",
		["avatar_interactive_camera"] = "",
		["avatar_interactive_fx"] = "P_d17_streamers_001",
		["avatar_interactive_fx_reward_loop"] = "",
		["avatar_interactive_fx_reward_out"] = "",
		["avatar_start_anim"] = "AM_combat_layout",
		["avatar_start_fx"] = "P_common_UI_fly_002_Ground_Loop",
		["end_delay_time"] = 1000,
		["end_fx_offset_x"] = 0,
		["end_fx_offset_y"] = 0,
		["end_fx_offset_yaw"] = 0,
		["end_fx_offset_z"] = 200,
		["end_fx_scale"] = 1,
		["end_type"] = 1,
		["geom"] = "bound3d",
		["has_change_perform"] = true,
		["interaction_type"] = 2,
		["interactive_fx_offset_x"] = 0,
		["interactive_fx_offset_y"] = 0,
		["interactive_fx_offset_yaw"] = 0,
		["interactive_fx_offset_z"] = 0,
		["interactive_fx_scale"] = 1,
		["model_x"] = 0,
		["model_y"] = 0,
		["model_yaw"] = 0,
		["model_z"] = 0,
		["notice_point_vfx"] = "",
		["start_fx_offset_x"] = 0,
		["start_fx_offset_y"] = 0,
		["start_fx_offset_yaw"] = 0,
		["start_fx_offset_z"] = 0,
		["start_fx_scale"] = 8,
