{
	[100001] = 100698314,
	[100002] = 100698315,
	[100003] = 100698316,
	[100004] = 100698317,
	[100005] = 100698318,
	[100006] = 100698319,
	[100007] = 100698320,
	[100008] = 100698323,
	[100009] = 100698325,
	[10001] = 100698306,
	[10002] = 100698307,
	[10003] = 100698308,
	[10004] = 100698309,
	[10005] = 100698310,
	[10006] = 100698311,
	[10007] = 100698312,
	[10008] = 100698313,
	[10009] = 100698321,
	[10010] = 100698322,
	[10011] = 100698324,
	[11] = 100698302,
	[12] = 100698303,
	[13] = 100698304,
	[14] = 100698305,
	[1] = 100698297,
	[2] = 100698298,
	[3] = 100698299,
	[4] = 100698300,
	[5] = 100698301,
}
